Timestamp, vel x, vel y, vel z
1.6046097637170857e+18,5.736174806952e-02,-3.205108270049e-02,2.966403216124e-02
1.6046097637295183e+18,5.359191447496e-02,-2.998425811529e-02,2.902963943779e-02
1.6046097637658225e+18,4.989097267389e-02,-2.879652753472e-02,2.878799661994e-02
1.6046097637695977e+18,4.898790270090e-02,-2.930236607790e-02,3.084566071630e-02
1.6046097637893975e+18,5.256551876664e-02,-3.129442781210e-02,3.435894101858e-02
1.6046097638095089e+18,5.590965226293e-02,-3.081580810249e-02,3.567084670067e-02
1.6046097638297147e+18,5.846058577299e-02,-2.608273178339e-02,3.393783047795e-02
1.604609763852271e+18,5.803855881095e-02,-2.417993545532e-02,3.320575505495e-02
1.6046097638724454e+18,5.624523386359e-02,-1.929480209947e-02,3.195655718446e-02
1.6046097638894464e+18,5.326768755913e-02,-1.696732640266e-02,3.086447715759e-02
1.6046097639094397e+18,5.231139436364e-02,-1.838343217969e-02,2.906345576048e-02
1.6046097639303537e+18,5.458446592093e-02,-2.046724781394e-02,2.768726646900e-02
1.6046097639494904e+18,5.780775099993e-02,-2.229090221226e-02,2.782288938761e-02
1.6046097639694126e+18,5.754254385829e-02,-2.188003249466e-02,2.671694755554e-02
1.6046097639897605e+18,5.568457022309e-02,-1.896309107542e-02,2.345097623765e-02
1.6046097640117074e+18,5.412833020091e-02,-1.667898520827e-02,1.967992261052e-02
1.604609764029496e+18,5.556213110685e-02,-1.574519649148e-02,1.765478029847e-02
1.604609764053769e+18,5.799880996346e-02,-1.637353189290e-02,1.829968392849e-02
1.6046097640693793e+18,5.832058563828e-02,-2.049412205815e-02,1.910701394081e-02
1.6046097640895073e+18,5.585226044059e-02,-2.418909594417e-02,1.890794560313e-02
1.6046097641094144e+18,5.488662794232e-02,-2.467580698431e-02,1.993802562356e-02
1.6046097641293947e+18,5.501655489206e-02,-2.104262448847e-02,2.203101664782e-02
1.6046097641533942e+18,5.522135645151e-02,-1.565590687096e-02,2.265125513077e-02
1.6046097641697295e+18,5.612477660179e-02,-1.379429548979e-02,2.449576742947e-02
1.6046097641896947e+18,5.531447008252e-02,-1.504310220480e-02,2.474936842918e-02
1.604609764210095e+18,5.592544004321e-02,-1.545848138630e-02,2.277375757694e-02
1.6046097642329219e+18,5.498252809048e-02,-1.290995441377e-02,2.000753208995e-02
1.6046097642522596e+18,5.374757573009e-02,-1.209585368633e-02,1.865059882402e-02
1.604609764269662e+18,5.449189618230e-02,-9.249735623598e-03,1.805399917066e-02
1.6046097642909153e+18,5.470148846507e-02,-9.157737717032e-03,1.711585186422e-02
1.604609764309453e+18,5.395219847560e-02,-6.267448887229e-03,1.556124351919e-02
1.604609764332119e+18,5.188124999404e-02,-2.647772431374e-03,1.389301847667e-02
1.6046097643497725e+18,5.237083882093e-02,2.542659640312e-04,1.368927583098e-02
1.6046097643707914e+18,5.538628995419e-02,4.692152142525e-04,1.129052601755e-02
1.6046097643894124e+18,5.462582781911e-02,1.957742497325e-03,1.003164239228e-02
1.6046097644094922e+18,5.397617816925e-02,-3.405492752790e-04,1.051945798099e-02
1.6046097644300544e+18,5.569760501385e-02,-4.270216450095e-03,1.070608850569e-02
1.6046097644548344e+18,5.909684300423e-02,-5.074031651020e-03,1.150005124509e-02
1.6046097644694912e+18,5.732214450836e-02,-4.053756594658e-03,1.515453308821e-02
1.6046097644894456e+18,5.701582878828e-02,2.091329544783e-03,1.811149343848e-02
